product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,dimensions,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
597,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas,"Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",240.99,22.88,beauty,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa,82,Yellow,large,3.3,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,2019-09-19,2.6,760,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,4.1,340,standard,14.35
598,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.",292.38,45.16,electronics,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,263,Violet,extra large,6.2,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis,2012-03-09,4.6,156,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,3.7,409,express,4.12
599,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",693.16,29.71,toys,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,257,Mauv,large,9.1,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,2018-07-13,2.3,738,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,3.9,63,express,15.25
600,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",396.71,21.03,clothing,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac,336,Green,medium,0.6,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,2016-06-01,1.8,150,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis,3.3,766,free,23.17
601,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,Nullam varius. Nulla facilisi.,719.09,38.28,toys,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,342,Maroon,extra large,3.5,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus,2013-06-16,2.9,384,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio,3.0,817,standard,11.73
602,maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",736.94,25.77,toys,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,744,Goldenrod,extra large,0.3,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue,2010-06-06,1.7,147,mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in,1.8,902,free,20.53
603,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,"Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",829.72,37.0,toys,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor,358,Fuscia,small,9.6,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,2014-03-24,3.1,114,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum,3.3,571,express,21.74
604,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",299.39,1.87,home decor,morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,865,Purple,extra large,6.6,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,2012-06-22,2.7,826,mi integer ac neque duis bibendum morbi non quam nec dui,3.2,650,free,36.73
605,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",507.69,34.22,home decor,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero,72,Pink,medium,3.8,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo,2018-09-03,1.9,616,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,3.8,881,express,40.34
606,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",973.43,35.07,electronics,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin,321,Khaki,extra large,6.2,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,2018-06-05,2.8,988,sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,1.6,791,free,16.17
607,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",18.54,7.28,clothing,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem,262,Goldenrod,medium,5.4,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis,2013-02-11,2.3,993,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus,2.1,939,free,46.91
608,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",855.34,17.52,electronics,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci,278,Orange,small,3.1,non mauris morbi non lectus aliquam sit amet diam in magna,2017-10-10,4.4,333,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia,1.9,814,standard,42.34
609,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,729.18,1.89,clothing,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,130,Red,extra large,4.8,ligula sit amet eleifend pede libero quis orci nullam molestie nibh,2017-11-01,1.8,893,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,4.0,871,free,34.12
610,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",66.71,38.97,electronics,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,454,Blue,medium,5.4,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque,2013-06-29,2.6,930,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia,4.5,408,express,18.67
611,donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum,"Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",710.73,0.07,beauty,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue,841,Aquamarine,large,4.3,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,2010-07-19,1.0,816,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce,4.4,111,free,27.14
612,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.,308.56,0.74,electronics,quis lectus suspendisse potenti in eleifend quam a odio in hac,949,Turquoise,small,7.4,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem,2022-02-26,1.6,95,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat,1.6,564,standard,2.54
613,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,613.0,4.89,home decor,accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,319,Pink,extra large,4.4,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo,2020-06-06,4.8,567,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien,4.8,489,standard,21.64
614,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,335.51,18.61,beauty,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,46,Mauv,large,8.0,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante,2014-10-31,2.5,453,accumsan felis ut at dolor quis odio consequat varius integer ac leo,2.3,579,express,22.8
615,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",338.31,18.4,home decor,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,96,Goldenrod,medium,7.7,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis,2019-06-21,2.6,952,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,4.7,824,free,29.82
616,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",690.05,46.27,beauty,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,732,Fuscia,large,0.6,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,2021-10-09,1.4,739,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,1.3,108,standard,48.11
617,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui,Phasellus sit amet erat. Nulla tempus.,718.12,25.3,home decor,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis,13,Pink,extra large,6.5,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,2017-05-22,3.7,602,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent,2.3,849,standard,21.22
618,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",523.69,36.91,toys,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,423,Indigo,large,2.4,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,2011-10-14,5.0,868,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,3.2,768,standard,15.17
619,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,"Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",264.52,38.56,toys,in congue etiam justo etiam pretium iaculis justo in hac habitasse,994,Green,extra large,0.1,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,2011-03-30,1.0,850,lectus aliquam sit amet diam in magna bibendum imperdiet nullam,1.5,665,standard,26.48
620,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",404.68,8.61,toys,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,132,Aquamarine,small,0.6,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus,2021-12-27,2.3,59,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam,4.0,432,express,26.65
621,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,98.97,37.48,home decor,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan,679,Teal,medium,3.7,at ipsum ac tellus semper interdum mauris ullamcorper purus sit,2011-01-27,3.2,46,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,1.1,635,free,15.92
622,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus,Sed ante.,523.76,44.79,toys,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,14,Blue,extra large,8.6,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,2015-05-10,4.8,888,consequat lectus in est risus auctor sed tristique in tempus sit amet,2.9,866,standard,13.8
623,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",56.43,32.65,clothing,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst,87,Red,medium,2.5,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor,2017-08-19,2.0,578,sit amet cursus id turpis integer aliquet massa id lobortis convallis,1.0,218,express,0.19
624,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim,Donec vitae nisi.,199.2,5.3,home decor,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,783,Teal,extra large,7.7,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque,2022-03-10,3.7,698,at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id,2.3,291,standard,46.43
625,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",256.02,2.81,toys,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,968,Turquoise,small,4.7,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,2013-10-11,4.3,972,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,3.4,599,standard,31.91
626,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",838.74,8.07,electronics,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum,156,Purple,extra large,1.7,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla,2013-10-12,4.9,50,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,3.7,346,free,30.31
627,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",405.93,25.74,toys,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit,948,Turquoise,medium,1.9,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum,2021-11-15,2.0,638,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,1.5,978,standard,17.4
628,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",240.06,17.15,electronics,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum,31,Khaki,large,9.5,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est,2018-02-22,1.1,204,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,1.0,714,express,29.79
629,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis,"Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",620.28,16.26,beauty,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede,609,Khaki,medium,1.4,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices,2010-09-17,2.8,952,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia,1.8,360,free,14.67
630,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,339.38,36.57,home decor,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,833,Turquoise,extra large,9.9,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,2012-03-19,2.6,252,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,3.7,916,free,40.12
631,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",647.4,41.69,home decor,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,277,Puce,small,2.7,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,2018-08-04,4.0,645,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt,2.2,779,express,3.31
632,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",483.63,20.82,electronics,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non,872,Red,extra large,8.7,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,2010-10-28,4.6,725,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,3.3,724,free,28.08
633,libero nam dui proin leo odio porttitor id consequat in,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.",82.97,46.31,home decor,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,556,Fuscia,large,9.4,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non,2019-01-31,3.0,899,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla,3.6,132,standard,21.96
634,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,831.79,9.75,electronics,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,852,Turquoise,small,10.0,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,2012-03-04,4.5,349,praesent lectus vestibulum quam sapien varius ut blandit non interdum,3.6,942,standard,2.19
635,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,627.67,3.45,beauty,interdum mauris non ligula pellentesque ultrices phasellus id sapien in,103,Violet,extra large,9.9,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum,2011-05-21,4.1,690,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,3.1,386,free,14.61
636,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.",440.12,25.15,electronics,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui,851,Violet,extra large,0.6,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,2015-05-27,1.6,427,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,3.1,826,express,27.89
637,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",198.4,11.31,home decor,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum,999,Aquamarine,extra large,1.1,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,2014-06-19,3.1,180,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut,2.5,661,free,45.22
